Full URL,Price (GBP),Bedrooms,Address
https://www.rightmove.co.uk/properties/163155824#/?channel=RES_BUY,3500000,5,"Nightingale Lane, Balham, SW12"
https://www.rightmove.co.uk/properties/147874805#/?channel=RES_BUY,548000,2,"Nightingale Lane, SW12"
https://www.rightmove.co.uk/properties/164038856#/?channel=RES_BUY,3000000,7,"Hendrick Avenue, SW12"
https://www.rightmove.co.uk/properties/156273875#/?channel=RES_BUY,3000000,5,"Nicosia Road, London, SW18"
https://www.rightmove.co.uk/properties/161809547#/?channel=RES_BUY,2950000,5,"Wiseton Road, London, SW17"
https://www.rightmove.co.uk/properties/163288220#/?channel=RES_BUY,2950000,5,"Brodrick Road, Wandsworth, London, SW17"
https://www.rightmove.co.uk/properties/154143422#/?channel=RES_BUY,2850000,6,"Hillbury Road, Balham"
https://www.rightmove.co.uk/properties/163271771#/?channel=RES_BUY,2750000,5,"Brodrick Road, London, SW17"
https://www.rightmove.co.uk/properties/159879443#/?channel=RES_BUY,2750000,5,"Brodrick Road, Wandsworth Common, SW17"
https://www.rightmove.co.uk/properties/161777675#/?channel=RES_BUY,2750000,5,"Cautley Avenue, Abbeville Village, SW4"
https://www.rightmove.co.uk/properties/163089107#/?channel=RES_BUY,2700000,5,"Woodfield Avenue, Streatham"
https://www.rightmove.co.uk/properties/87076710#/?channel=RES_BUY,2695000,5,"Hendrick Avenue, London, SW12"
https://www.rightmove.co.uk/properties/161885384#/?channel=RES_BUY,2675000,4,"Brodrick Road, Wandsworth, London, SW17"
https://www.rightmove.co.uk/properties/163117850#/?channel=RES_BUY,2500000,5,"Trinity Crescent, London"
https://www.rightmove.co.uk/properties/158669723#/?channel=RES_BUY,2500000,5,"Trinity Crescent, London, SW17"
https://www.rightmove.co.uk/properties/162905954#/?channel=RES_BUY,2500000,5,"Hoadly Road, Streatham"
https://www.rightmove.co.uk/properties/153044366#/?channel=RES_BUY,2500000,6,"Abbotswood Road, SW16"
https://www.rightmove.co.uk/properties/161903447#/?channel=RES_BUY,2500000,4,"Sudbrooke Road, London, SW12"
https://www.rightmove.co.uk/properties/163570430#/?channel=RES_BUY,2400000,7,"Hoadly Road, SW16"
https://www.rightmove.co.uk/properties/161828873#/?channel=RES_BUY,2400000,7,"Hoadly Road, London, SW16"
https://www.rightmove.co.uk/properties/160470989#/?channel=RES_BUY,2370000,5,"Bicknell Way, London, SW17 0FD"
https://www.rightmove.co.uk/properties/164260433#/?channel=RES_BUY,2300000,5,"Hendham Road, SW17"
https://www.rightmove.co.uk/properties/162215846#/?channel=RES_BUY,2250000,5,"Hosack Road, Wandsworth, London, SW17."
https://www.rightmove.co.uk/properties/162286982#/?channel=RES_BUY,2250000,5,"Drewstead Road, London, SW16"
https://www.rightmove.co.uk/properties/161716010#/?channel=RES_BUY,2250000,6,"Nightingale Lane, London, SW12"
https://www.rightmove.co.uk/properties/164038850#/?channel=RES_BUY,2150000,6,"Broomwood Road, SW11"
https://www.rightmove.co.uk/properties/161653169#/?channel=RES_BUY,1750000,5,"Kyrle Road, London, SW11"
https://www.rightmove.co.uk/properties/160470149#/?channel=RES_BUY,2100000,4,"Bicknell Way, London, SW17 0FD"
https://www.rightmove.co.uk/properties/161141633#/?channel=RES_BUY,2100000,5,"Honeywell Road, SW11"
https://www.rightmove.co.uk/properties/160400147#/?channel=RES_BUY,2000000,4,"Beechcroft Road, SW17"
https://www.rightmove.co.uk/properties/162727502#/?channel=RES_BUY,2000000,6,"Ritherdon Road, Balham, SW17"
https://www.rightmove.co.uk/properties/162483863#/?channel=RES_BUY,2000000,5,"Wandsworth, London, SW17"
https://www.rightmove.co.uk/properties/164054261#/?channel=RES_BUY,2000000,5,"Elmfield Road, SW17"
https://www.rightmove.co.uk/properties/161135306#/?channel=RES_BUY,1975000,4,"Heslop Road, London, SW12"
https://www.rightmove.co.uk/properties/163890131#/?channel=RES_BUY,1950000,5,"Kyrle Road, London, SW11"
https://www.rightmove.co.uk/properties/164103677#/?channel=RES_BUY,1900000,4,"Woodfield Avenue, SW16"
https://www.rightmove.co.uk/properties/153192182#/?channel=RES_BUY,1900000,4,"Sumburgh Road, London, SW12"
https://www.rightmove.co.uk/properties/163697717#/?channel=RES_BUY,1899950,4,"Woodfield Grove, London, SW16"
https://www.rightmove.co.uk/properties/161335913#/?channel=RES_BUY,1895000,4,"Sarsfeld Road, London, SW12"
https://www.rightmove.co.uk/properties/163902719#/?channel=RES_BUY,1875000,5,"Calbourne Road, London, SW12"
https://www.rightmove.co.uk/properties/161912852#/?channel=RES_BUY,1850000,5,"Sternhold Avenue, Streatham Hill, SW2"
https://www.rightmove.co.uk/properties/164276870#/?channel=RES_BUY,1850000,4,"Culmstock Road, SW11"
https://www.rightmove.co.uk/properties/162491630#/?channel=RES_BUY,1850000,5,"Gayville Road, London, SW11"
https://www.rightmove.co.uk/properties/163665434#/?channel=RES_BUY,1825000,5,"Broomwood Road, London, SW11"
https://www.rightmove.co.uk/properties/163588664#/?channel=RES_BUY,1795000,5,"Fernside Road, London, SW12"
https://www.rightmove.co.uk/properties/161653169#/?channel=RES_BUY,1750000,5,"Kyrle Road, London, SW11"
https://www.rightmove.co.uk/properties/163931336#/?channel=RES_BUY,1750000,5,"Englewood Road, London, SW12"
https://www.rightmove.co.uk/properties/163063607#/?channel=RES_BUY,1750000,5,"Thornton Road, SW12"
https://www.rightmove.co.uk/properties/162863663#/?channel=RES_BUY,1750000,5,"Thornton Road, London, SW12"
https://www.rightmove.co.uk/properties/162698351#/?channel=RES_BUY,1750000,3,"Althorp Road, Wandsworth Common, SW17"
https://www.rightmove.co.uk/properties/161548514#/?channel=RES_BUY,1750000,5,"Ormeley Road, Balham"
https://www.rightmove.co.uk/properties/160468103#/?channel=RES_BUY,1480000,3,"Bicknell Way, London, SW17 0FD"
https://www.rightmove.co.uk/properties/158353571#/?channel=RES_BUY,1700000,5,"Hydethorpe Road, SW12"
https://www.rightmove.co.uk/properties/150524015#/?channel=RES_BUY,1700000,5,"Glenburnie Road, Balham"
https://www.rightmove.co.uk/properties/161327348#/?channel=RES_BUY,1695000,4,"Holmside Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/164060987#/?channel=RES_BUY,1695000,4,"Airedale Road, London, SW12"
https://www.rightmove.co.uk/properties/161252537#/?channel=RES_BUY,1695000,4,"Lynette Avenue, London, SW4"
https://www.rightmove.co.uk/properties/162515942#/?channel=RES_BUY,1695000,3,"Temperley Road, London, SW12"
https://www.rightmove.co.uk/properties/162967337#/?channel=RES_BUY,1695000,4,"Calbourne Road, Nightingale Triangle, London, SW12"
https://www.rightmove.co.uk/properties/157910093#/?channel=RES_BUY,1675000,5,"Rowfant Road, SW17"
https://www.rightmove.co.uk/properties/150159923#/?channel=RES_BUY,1675000,5,"Rowfant Road, London, SW17"
https://www.rightmove.co.uk/properties/159678722#/?channel=RES_BUY,1650000,4,"Airedale Road, London, SW12"
https://www.rightmove.co.uk/properties/160349507#/?channel=RES_BUY,1650000,3,"Bellevue Village, Wandsworth Common, London, SW17"
https://www.rightmove.co.uk/properties/162929264#/?channel=RES_BUY,1650000,4,"Nottingham Road, SW17"
https://www.rightmove.co.uk/properties/163201925#/?channel=RES_BUY,1650000,4,"Holmside Road, London, SW12"
https://www.rightmove.co.uk/properties/160826618#/?channel=RES_BUY,1650000,4,"Ellerton Road, SW18"
https://www.rightmove.co.uk/properties/163356641#/?channel=RES_BUY,1650000,4,"Holmside Road, Between The Commons"
https://www.rightmove.co.uk/properties/162731813#/?channel=RES_BUY,1650000,4,"Ellerton Road, London, SW18"
https://www.rightmove.co.uk/properties/160145291#/?channel=RES_BUY,1600000,6,"Dornton Road, Balham"
https://www.rightmove.co.uk/properties/161837735#/?channel=RES_BUY,1600000,5,"Fernlea Road, Balham"
https://www.rightmove.co.uk/properties/158228855#/?channel=RES_BUY,1595000,5,"Denning Mews, London, SW12"
https://www.rightmove.co.uk/properties/158892653#/?channel=RES_BUY,1550000,5,"Broomwood Road, London, SW11"
https://www.rightmove.co.uk/properties/162128324#/?channel=RES_BUY,1550000,4,"Hydethorpe Road, Balham"
https://www.rightmove.co.uk/properties/163684109#/?channel=RES_BUY,1550000,5,"Hydethorpe Road, Balham"
https://www.rightmove.co.uk/properties/163954745#/?channel=RES_BUY,1525000,4,"Chestnut Grove, London, SW12"
https://www.rightmove.co.uk/properties/160168067#/?channel=RES_BUY,1500000,5,"Mount Ephraim Lane, Streatham"
https://www.rightmove.co.uk/properties/164038850#/?channel=RES_BUY,2150000,6,"Broomwood Road, SW11"
https://www.rightmove.co.uk/properties/163468127#/?channel=RES_BUY,1500000,5,"Englewood Road, Clapham South, SW12"
https://www.rightmove.co.uk/properties/158258426#/?channel=RES_BUY,1500000,5,"Ravenslea Road, Wandsworth Common, SW12"
https://www.rightmove.co.uk/properties/163313111#/?channel=RES_BUY,1500000,5,"Cathles Road, London, SW12"
https://www.rightmove.co.uk/properties/164182517#/?channel=RES_BUY,1500000,4,"Mount Ephraim Road, SW16"
https://www.rightmove.co.uk/properties/163301645#/?channel=RES_BUY,1499995,5,"Poynders Road, SW4 8PS"
https://www.rightmove.co.uk/properties/162899600#/?channel=RES_BUY,1495000,4,"Kingscourt Road, Streatham"
https://www.rightmove.co.uk/properties/161154728#/?channel=RES_BUY,1495000,4,"Beechcroft Road, London, SW17"
https://www.rightmove.co.uk/properties/160468103#/?channel=RES_BUY,1480000,3,"Bicknell Way, London, SW17 0FD"
https://www.rightmove.co.uk/properties/164267957#/?channel=RES_BUY,1475000,4,"Hydethorpe Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/164092931#/?channel=RES_BUY,1475000,4,"Chatto Road, SW11"
https://www.rightmove.co.uk/properties/162270311#/?channel=RES_BUY,1440000,3,"Pear Mews, London, SW17"
https://www.rightmove.co.uk/properties/163505426#/?channel=RES_BUY,1425000,4,"Chatham Road, SW11"
https://www.rightmove.co.uk/properties/162919475#/?channel=RES_BUY,1400000,4,"Marham Gardens, Wandsworth Common, SW18"
https://www.rightmove.co.uk/properties/163095869#/?channel=RES_BUY,1400000,5,"Ravenswood Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/160952900#/?channel=RES_BUY,1400000,3,"Hydethorpe Road, SW12"
https://www.rightmove.co.uk/properties/164014787#/?channel=RES_BUY,1400000,4,"Bracken Avenue, London, SW12"
https://www.rightmove.co.uk/properties/161338925#/?channel=RES_BUY,1400000,4,"Cathles Road, London, SW12"
https://www.rightmove.co.uk/properties/163466819#/?channel=RES_BUY,1400000,4,"Sarsfeld Road, London"
https://www.rightmove.co.uk/properties/160965566#/?channel=RES_BUY,1400000,5,"Thornton Road, Balham"
https://www.rightmove.co.uk/properties/164139233#/?channel=RES_BUY,1400000,4,"Eatonville Road, Balham"
https://www.rightmove.co.uk/properties/160199870#/?channel=RES_BUY,1395000,6,"Drewstead Road, Streatham"
https://www.rightmove.co.uk/properties/163105946#/?channel=RES_BUY,1395000,5,"Poynders Road, Clapham, SW4"
https://www.rightmove.co.uk/properties/163792112#/?channel=RES_BUY,1375000,4,"Montana Road, SW17"
https://www.rightmove.co.uk/properties/163085996#/?channel=RES_BUY,1350000,5,"Dagnan Road, Clapham South"
https://www.rightmove.co.uk/properties/160349507#/?channel=RES_BUY,1650000,3,"Bellevue Village, Wandsworth Common, London, SW17"
https://www.rightmove.co.uk/properties/164252051#/?channel=RES_BUY,1350000,4,"Rowfant Road, Balham, London SW17 7AP"
https://www.rightmove.co.uk/properties/164024261#/?channel=RES_BUY,1350000,4,"Romberg Road, Tooting"
https://www.rightmove.co.uk/properties/162211400#/?channel=RES_BUY,1300000,4,"Atkins Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/163089068#/?channel=RES_BUY,1300000,6,"Mortimer Close, Streatham"
https://www.rightmove.co.uk/properties/163280903#/?channel=RES_BUY,1300000,4,"Atkins Road, SW12"
https://www.rightmove.co.uk/properties/159918470#/?channel=RES_BUY,1300000,4,"Ormeley Road, Balham"
https://www.rightmove.co.uk/properties/162642557#/?channel=RES_BUY,1300000,4,"Beechcroft Road, London, SW17"
https://www.rightmove.co.uk/properties/162708110#/?channel=RES_BUY,1300000,3,"Hillbury Road, London, SW17"
https://www.rightmove.co.uk/properties/163179947#/?channel=RES_BUY,1300000,5,"Topsham Road, Tooting"
https://www.rightmove.co.uk/properties/153047183#/?channel=RES_BUY,1275000,2,"Nightingale Place, 3 Nightingale Lane, London, SW4"
https://www.rightmove.co.uk/properties/158736275#/?channel=RES_BUY,1275000,2,"Nightingale Lane, London, SW4"
https://www.rightmove.co.uk/properties/163085963#/?channel=RES_BUY,1250000,4,"Cheriton Square, London"
https://www.rightmove.co.uk/properties/158524169#/?channel=RES_BUY,1250000,3,"Alderbrook Road, Clapham South"
https://www.rightmove.co.uk/properties/159964562#/?channel=RES_BUY,1250000,3,"Byrne Road, SW12"
https://www.rightmove.co.uk/properties/162702656#/?channel=RES_BUY,1250000,3,"Byrne Road, SW12"
https://www.rightmove.co.uk/properties/160659281#/?channel=RES_BUY,1250000,4,"Honeybrook Road, Balham"
https://www.rightmove.co.uk/properties/163108880#/?channel=RES_BUY,1250000,2,"Clapham Common South Side, Clapham, SW4"
https://www.rightmove.co.uk/properties/163444580#/?channel=RES_BUY,1250000,5,"Mount Ephraim Lane, Streatham"
https://www.rightmove.co.uk/properties/163578200#/?channel=RES_BUY,1250000,4,"Mandrake Road, Tooting"
https://www.rightmove.co.uk/properties/159380702#/?channel=RES_BUY,1250000,3,"Hydethorpe Road, SW12"
https://www.rightmove.co.uk/properties/163522250#/?channel=RES_BUY,1250000,4,"Chasefield Road, Tooting, London, SW17"
https://www.rightmove.co.uk/properties/162539738#/?channel=RES_BUY,1200000,5,"Noyna Road, SW17"
https://www.rightmove.co.uk/properties/163222241#/?channel=RES_BUY,1200000,5,"Lucien Road, Tooting"
https://www.rightmove.co.uk/properties/163989464#/?channel=RES_BUY,1200000,4,"Narbonne Avenue, SW4"
https://www.rightmove.co.uk/properties/161809547#/?channel=RES_BUY,2950000,5,"Wiseton Road, London, SW17"
https://www.rightmove.co.uk/properties/162048068#/?channel=RES_BUY,1200000,4,"De Montfort Road, Streatham, London, SW16"
https://www.rightmove.co.uk/properties/163979162#/?channel=RES_BUY,1200000,4,"Narbonne Avenue, Clapham"
https://www.rightmove.co.uk/properties/160130144#/?channel=RES_BUY,1200000,3,"Springfield Drive, Tooting"
https://www.rightmove.co.uk/properties/159060917#/?channel=RES_BUY,1195000,3,"Chatham Road, London, SW11"
https://www.rightmove.co.uk/properties/154781993#/?channel=RES_BUY,1150000,4,"Pavilion Square, London, SW17 7DN"
https://www.rightmove.co.uk/properties/163495745#/?channel=RES_BUY,1150000,4,"Avoca Road, Tooting"
https://www.rightmove.co.uk/properties/162906287#/?channel=RES_BUY,1150000,3,"Cathles Road, Balham"
https://www.rightmove.co.uk/properties/164087654#/?channel=RES_BUY,1150000,3,"Bracken Avenue, Nightingale Triangle, London, SW12"
https://www.rightmove.co.uk/properties/160064288#/?channel=RES_BUY,1150000,4,"Boundaries Road, Balham"
https://www.rightmove.co.uk/properties/163086023#/?channel=RES_BUY,1150000,3,"Cathles Road, Clapham South"
https://www.rightmove.co.uk/properties/163557371#/?channel=RES_BUY,1140000,4,"Fernlea Road, London, SW12"
https://www.rightmove.co.uk/properties/163268795#/?channel=RES_BUY,1125000,3,"Fernside Road, London, SW12"
https://www.rightmove.co.uk/properties/163983707#/?channel=RES_BUY,1125000,3,"Bevin Square, London, SW17"
https://www.rightmove.co.uk/properties/87155736#/?channel=RES_BUY,1125000,3,"Fernside Road, London, SW12"
https://www.rightmove.co.uk/properties/157466510#/?channel=RES_BUY,1100000,2,"Nightingale Lane, London, SW4"
https://www.rightmove.co.uk/properties/162520370#/?channel=RES_BUY,1100000,5,"Noyna Road, Tooting Bec"
https://www.rightmove.co.uk/properties/160450958#/?channel=RES_BUY,1100000,3,"Shandon Road, Clapham"
https://www.rightmove.co.uk/properties/155424455#/?channel=RES_BUY,1100000,3,"Fernlea Road, London, SW12"
https://www.rightmove.co.uk/properties/161850962#/?channel=RES_BUY,1100000,4,"Queensville Road, Balham"
https://www.rightmove.co.uk/properties/161509109#/?channel=RES_BUY,1100000,5,"Trinity Road, London, SW17"
https://www.rightmove.co.uk/properties/163598666#/?channel=RES_BUY,1100000,3,"Cavendish Road, London, SW12"
https://www.rightmove.co.uk/properties/151771340#/?channel=RES_BUY,1100000,5,"Lucien Road, London, SW17"
https://www.rightmove.co.uk/properties/159912476#/?channel=RES_BUY,1100000,4,"Benjamin Mews, Balham, London, SW12"
https://www.rightmove.co.uk/properties/163033397#/?channel=RES_BUY,1100000,3,"Kyrle Road, SW11"
https://www.rightmove.co.uk/properties/163032272#/?channel=RES_BUY,325000,1,"Hillbury Road, Balham"
https://www.rightmove.co.uk/properties/163444610#/?channel=RES_BUY,1100000,3,"Brudenell Road, Tooting"
https://www.rightmove.co.uk/properties/159881645#/?channel=RES_BUY,1100000,3,"Queensville Road, London, SW12"
https://www.rightmove.co.uk/properties/156573038#/?channel=RES_BUY,1065000,4,"Narbonne Avenue, Clapham, London, SW4"
https://www.rightmove.co.uk/properties/156271028#/?channel=RES_BUY,1050000,3,"Gateside Road, Tooting"
https://www.rightmove.co.uk/properties/164059853#/?channel=RES_BUY,1050000,4,"Hebdon Road, London"
https://www.rightmove.co.uk/properties/162519545#/?channel=RES_BUY,1000000,2,"Cavendish Road, London, SW12"
https://www.rightmove.co.uk/properties/157475336#/?channel=RES_BUY,1000000,4,"Harberson Road, London, SW12"
https://www.rightmove.co.uk/properties/161970032#/?channel=RES_BUY,1000000,4,"Trouville Road, Abbeville Village, SW4"
https://www.rightmove.co.uk/properties/161335745#/?channel=RES_BUY,1000000,3,"Amner Road, London, Wandsworth, SW11"
https://www.rightmove.co.uk/properties/163903439#/?channel=RES_BUY,1000000,3,"Manville Road, Balham"
https://www.rightmove.co.uk/properties/162809003#/?channel=RES_BUY,999950,3,"Hazelbourne Road, Balham"
https://www.rightmove.co.uk/properties/161222978#/?channel=RES_BUY,999950,2,"Nightingale Lane, London, SW4"
https://www.rightmove.co.uk/properties/160062005#/?channel=RES_BUY,995000,5,"Lisle Close, Tooting Bec, London, SW17"
https://www.rightmove.co.uk/properties/159270305#/?channel=RES_BUY,995000,3,"Bicknell Way, London, SW17 0FD"
https://www.rightmove.co.uk/properties/163390952#/?channel=RES_BUY,975000,4,"John Hunter Avenue, Tooting"
https://www.rightmove.co.uk/properties/158623628#/?channel=RES_BUY,975000,2,"The 1840, St Georges Gardens, Glenburnie Road, London, SW17 7DJ"
https://www.rightmove.co.uk/properties/160484135#/?channel=RES_BUY,975000,2,"St. George's Gardens, SW17"
https://www.rightmove.co.uk/properties/162702806#/?channel=RES_BUY,975000,2,"Byrne Road, SW12"
https://www.rightmove.co.uk/properties/160176923#/?channel=RES_BUY,975000,4,"Lynwood Road, London, SW17"
https://www.rightmove.co.uk/properties/163085969#/?channel=RES_BUY,965000,4,"Yukon Road, Clapham South"
https://www.rightmove.co.uk/properties/163482452#/?channel=RES_BUY,950000,3,"Ravenswood Road, London, SW12"
https://www.rightmove.co.uk/properties/163976420#/?channel=RES_BUY,950000,3,"Endlesham Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/160820690#/?channel=RES_BUY,950000,4,"Hillbrook Road, Tooting"
https://www.rightmove.co.uk/properties/161783399#/?channel=RES_BUY,950000,3,"Hazelbourne Road, London"
https://www.rightmove.co.uk/properties/163989464#/?channel=RES_BUY,1200000,4,"Narbonne Avenue, SW4"
https://www.rightmove.co.uk/properties/87170307#/?channel=RES_BUY,950000,3,"Trinity Road, SW17"
https://www.rightmove.co.uk/properties/161326793#/?channel=RES_BUY,950000,3,"Haverhill Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/156430973#/?channel=RES_BUY,950000,2,"Lynette Avenue, Clapham"
https://www.rightmove.co.uk/properties/164172449#/?channel=RES_BUY,950000,4,"Oakmead Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/158959523#/?channel=RES_BUY,950000,2,"The 1840, St Georges Gardens, Glenburnie Road, London, SW17 7DJ"
https://www.rightmove.co.uk/properties/152975765#/?channel=RES_BUY,950000,2,"Maud Chadburn Place, SW4"
https://www.rightmove.co.uk/properties/163494707#/?channel=RES_BUY,950000,3,"Winsham Grove, SW11"
https://www.rightmove.co.uk/properties/162380159#/?channel=RES_BUY,950000,2,"Lynette Avenue, London, SW4"
https://www.rightmove.co.uk/properties/160033748#/?channel=RES_BUY,925000,4,"Holdernesse Road, Tooting Bec"
https://www.rightmove.co.uk/properties/153304037#/?channel=RES_BUY,925000,2,"Maud Chadburn Place, SW4"
https://www.rightmove.co.uk/properties/164171105#/?channel=RES_BUY,925000,4,"Lisle Close, London, SW17"
https://www.rightmove.co.uk/properties/163985711#/?channel=RES_BUY,925000,3,"9 Fernlea Road, SW12, Balham, SW12"
https://www.rightmove.co.uk/properties/164089118#/?channel=RES_BUY,925000,3,"Fernlea Road, SW12"
https://www.rightmove.co.uk/properties/161500163#/?channel=RES_BUY,925000,3,"Chatto Road, Battersea, London, SW11"
https://www.rightmove.co.uk/properties/163941242#/?channel=RES_BUY,900000,4,"Stapleton Road, London"
https://www.rightmove.co.uk/properties/164274053#/?channel=RES_BUY,900000,3,"Rossiter Road, Balham"
https://www.rightmove.co.uk/properties/159204515#/?channel=RES_BUY,900000,3,"Cornford Grove, Balham"
https://www.rightmove.co.uk/properties/163585637#/?channel=RES_BUY,900000,2,"Chatto Road, Between the Commons, SW11"
https://www.rightmove.co.uk/properties/163670708#/?channel=RES_BUY,900000,2,"Chatto Road, London, SW11"
https://www.rightmove.co.uk/properties/163140353#/?channel=RES_BUY,900000,2,"Balham High Road, Balham, London, SW17"
https://www.rightmove.co.uk/properties/162855473#/?channel=RES_BUY,900000,3,"Sistova Road, Balham"
https://www.rightmove.co.uk/properties/163430297#/?channel=RES_BUY,900000,3,"Glenburnie Road, Tooting"
https://www.rightmove.co.uk/properties/162240215#/?channel=RES_BUY,900000,3,"Brenda Road, Tooting"
https://www.rightmove.co.uk/properties/162294023#/?channel=RES_BUY,900000,2,"Harberson Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/162551576#/?channel=RES_BUY,429000,1,"LAPIDGE DRIVE, London, SW17"
https://www.rightmove.co.uk/properties/159564236#/?channel=RES_BUY,900000,2,"The 1840, St. George's Gardens, SW17"
https://www.rightmove.co.uk/properties/163956137#/?channel=RES_BUY,900000,2,"Lynette Avenue, London, SW4"
https://www.rightmove.co.uk/properties/163444625#/?channel=RES_BUY,900000,2,"Ritherdon Road, Tooting"
https://www.rightmove.co.uk/properties/163123865#/?channel=RES_BUY,900000,4,"Radbourne Road, Balham, LONDON, SW12"
https://www.rightmove.co.uk/properties/162797198#/?channel=RES_BUY,900000,2,"Balham High Road, Balham, London, SW17"
https://www.rightmove.co.uk/properties/160050017#/?channel=RES_BUY,895000,3,"Trouville Road, SW4"
https://www.rightmove.co.uk/properties/79932495#/?channel=RES_BUY,895000,2,"Weir Road, Balham, SW12"
https://www.rightmove.co.uk/properties/161623214#/?channel=RES_BUY,895000,3,"Trouville Road, London, SW4"
https://www.rightmove.co.uk/properties/159707972#/?channel=RES_BUY,895000,3,"Trouville Road, Clapham"
https://www.rightmove.co.uk/properties/163149998#/?channel=RES_BUY,895000,2,"Broomwood Road, London, SW11"
https://www.rightmove.co.uk/properties/163215572#/?channel=RES_BUY,895000,2,"Ravenslea Road, London, SW12 8RT"
https://www.rightmove.co.uk/properties/158111801#/?channel=RES_BUY,895000,3,"Drakefield Road, SW17"
https://www.rightmove.co.uk/properties/162830375#/?channel=RES_BUY,880000,2,"St James Close, Wandsworth Common, SW17"
https://www.rightmove.co.uk/properties/150293273#/?channel=RES_BUY,880000,3,"Emmanuel Road, Balham"
https://www.rightmove.co.uk/properties/158510009#/?channel=RES_BUY,880000,2,"St. James's Close, London"
https://www.rightmove.co.uk/properties/161575454#/?channel=RES_BUY,875000,3,"Burnbury Road, London, SW12"
https://www.rightmove.co.uk/properties/163444586#/?channel=RES_BUY,875000,4,"Ansell Road, Tooting"
https://www.rightmove.co.uk/properties/162119633#/?channel=RES_BUY,875000,2,"Lessar Avenue, Clapham"
https://www.rightmove.co.uk/properties/164073086#/?channel=RES_BUY,875000,2,"The 1840, 1 Diana House, SW17"
https://www.rightmove.co.uk/properties/163388972#/?channel=RES_BUY,875000,3,"Elmfield Road, Balham"
https://www.rightmove.co.uk/properties/162039986#/?channel=RES_BUY,850000,3,"Thornton Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/164238194#/?channel=RES_BUY,850000,2,"Fontenoy Road, SW12"
https://www.rightmove.co.uk/properties/160031120#/?channel=RES_BUY,850000,3,"Fishponds Road, Tooting"
https://www.rightmove.co.uk/properties/151156040#/?channel=RES_BUY,850000,3,"Thornton Road, London, SW12"
https://www.rightmove.co.uk/properties/163697717#/?channel=RES_BUY,1899950,4,"Woodfield Grove, London, SW16"
